1,4,2,0,3,109
3,2,4,1,0,110
2,4,3,0,1,111
0,1,2,3,4,111
0,4,2,1,3,114
3,0,2,1,4,115
4,3,2,0,1,116
4,3,2,0,1,116
4,3,2,0,1,116
2,0,3,1,4,117
2,0,3,1,4,117
0,1,3,2,4,117
3,2,4,0,1,118
3,2,4,0,1,118
2,1,4,0,3,119
0,2,3,4,1,119
2,1,4,0,3,119
0,2,3,4,1,119
4,1,3,0,2,120
4,2,0,1,3,120
4,1,3,0,2,120
4,2,1,0,3,121
4,2,1,0,3,121
4,0,2,1,3,123
4,0,2,1,3,123
0,2,4,1,3,123
0,2,4,1,3,123
0,2,4,1,3,123
0,2,4,1,3,123
0,2,4,1,3,123
4,0,2,1,3,123
4,0,2,1,3,123
0,2,4,1,3,123
4,0,2,1,3,123
4,0,2,1,3,123
0,2,4,1,3,123
0,2,4,1,3,123
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
3,1,2,0,4,125
4,2,3,1,0,126
1,2,3,0,4,126
4,2,3,1,0,126
4,2,3,1,0,126
1,2,3,0,4,126
1,2,3,0,4,126
4,2,3,1,0,126
4,2,3,1,0,126
4,2,3,1,0,126
1,2,3,0,4,126
4,2,3,1,0,126
4,2,3,1,0,126
1,2,3,0,4,126
4,2,3,1,0,126
1,2,3,0,4,126
4,2,3,1,0,126
4,2,3,1,0,126
1,2,3,0,4,126
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
2,1,3,0,4,127
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
0,2,3,1,4,131
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,1,2,0,3,133
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
4,2,3,0,1,134
